"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50","Sample51","Sample52","Sample53","Sample54","Sample55","Sample56","Sample57","Sample58","Sample59","Sample60"
"Gene2151",0.3628,-0.4118,-0.087,0.09,-0.4918,0.4527,0.5933,-0.6097,-0.3412,0.3181,-0.1915,-0.5248,0.3623,-0.308,0.5785,-0.1826,0.1018,-0.064,0.1966,-0.1846,-0.0385,-0.836,-0.0629,-0.0229,-0.2687,-0.0234,0.1421,-0.0183,-0.0728,0.3609,-0.083,3e-04,-0.2105,-0.122,-0.0831,-0.3561,0.2541,-0.1863,-0.0947,0.6965,0.1969,0.0459,-0.0366,-0.1615,-0.8126,-0.1031,-0.2159,-0.5924,-0.6512,-0.4884,0.2912,0.1104,0.5153,-0.5651,0.4389,-0.0496,-0.4371,0.0356,-0.4114,0.3368
"Gene2152",0.4799,0.7039,-0.1393,-1.1745,-0.3522,0.6432,0.1821,0.5405,-0.478,0.5205,0.6292,-0.5073,0.0356,0.234,0.7225,0.2796,-5e-04,-0.8313,0.094,-0.3148,-0.9131,-0.5829,0.1067,0.4434,-0.6397,0.9619,0.4307,-0.1693,-0.8071,0.3196,0.0987,0.3423,-0.4441,0.2167,-0.2263,0.8358,0.1247,-0.2738,-0.3216,0.375,-0.2232,0.0818,0.1512,-0.1525,-0.211,-0.2806,0.2996,-0.6006,-0.6086,-0.053,0.0096,-0.3587,-1.0996,0.0526,-0.2444,0.5576,-1.292,-0.2015,0.5237,0.5442
"Gene2153",0.5362,0.5847,-0.4127,-0.3468,-0.6159,0.389,-0.4596,0.688,-1.2557,-0.1686,-0.5609,2.1163,-0.0036,0.8942,0.1978,-1.0064,-0.0284,-0.7876,-0.0934,-0.3716,0.3708,-0.7418,0.0892,0.1235,-0.0656,-0.1861,0.3993,0.2617,-0.0588,-1.0555,0.059,-0.383,-0.948,-0.7238,0.5267,0.5426,-0.5458,-0.7525,-0.9925,0.0269,0.4496,-0.5861,0.4692,0.529,0.4955,-0.6778,-0.2901,0.3329,0.1225,0.1078,-1.0707,0.2626,-0.1213,-0.0439,0.0332,0.3925,-0.0212,-0.2148,-0.2539,0.3784
"Gene2154",-0.2809,-0.0954,0.0889,-0.2288,-0.4915,-0.3421,0.1803,0.041,0.3683,0.48,0.2905,0.573,0.1873,-0.4163,0.6006,0.3306,-0.4271,0.4797,-0.3505,-0.3381,-0.1935,0.1344,-0.0981,-0.2413,-0.585,-0.2786,-0.2272,-0.3402,0.5586,-0.4514,0.3384,0.1054,-0.329,-0.5667,-0.4826,-0.1636,-0.1901,-0.6608,-0.7193,0.6214,0.0732,0.0276,-0.1888,0.2686,0.2006,-0.2861,0.078,0.0252,-0.186,-0.2179,0.5521,0.4501,0.1668,0.3281,0.388,-0.2906,0.6168,-0.754,-0.2305,-0.4923
"Gene2155",-0.3856,-3e-04,-0.5647,-0.1562,0.499,0.353,1.3489,-0.0149,-0.0278,0.4251,0.4468,-0.0397,0.6825,-1.4806,0.4306,0.0073,-0.0108,0.1844,0.2613,-0.3132,0.0313,0.3088,-0.0235,-0.7642,-0.3623,-0.5812,0.131,0.2306,0.2519,0.048,-0.4403,-0.2913,-0.1145,0.6152,0.1453,0.1089,0.9103,0.623,-0.7176,0.5461,-0.0229,-0.6373,-0.5111,0.5625,-0.3077,0.3619,0.249,-0.7775,-0.1467,-0.1005,0.4306,0.7524,0.4752,-0.6787,-0.2069,-0.8009,-0.0242,0.7426,-0.7496,0.7896
"Gene2156",-0.1103,-0.1821,0.6453,0.0525,-0.0953,-0.4902,-0.2986,0.3087,0.2274,0.7367,0.3875,0.2955,-0.5156,-0.1239,-0.455,-0.2833,-0.475,0.2667,-0.1497,-0.2657,-0.4978,0.012,0.2401,-0.0433,-0.3829,-0.0343,0.0987,0.4997,-0.0211,-0.5809,-0.1559,-0.2959,0.1416,0.003,-0.0407,0.2922,-0.5003,-0.3199,0.215,-0.1389,-0.1788,-0.0839,-0.6216,-0.5084,0.608,-0.2312,0.0053,0.1083,0.6131,-0.4579,-0.215,-0.5049,0.2962,0.0837,0.1157,-0.5882,0.2727,-0.1178,0.4832,-1.0063
"Gene2157",-0.1147,-0.0592,-0.2131,0.3497,-0.0524,0.113,-0.0908,-0.4536,0.1928,0.0295,-0.0275,-0.2669,-0.0427,-0.06,-0.0477,-0.1487,0.1866,0.5233,0.1603,0.3621,-0.2892,-0.0866,-0.1669,-0.0377,0.1725,-0.0322,-0.2026,-0.0905,-0.1467,-0.1208,0.2084,-0.1477,0.0337,-0.053,0.1107,-0.0981,0.3145,-0.2493,-0.2673,-0.5623,-0.0078,-0.2483,0.3175,0.1563,0.2454,0.193,-0.1643,-0.0891,0.231,0.182,-0.0815,-0.2574,-0.026,-0.0315,-0.1955,-0.2914,-0.2182,0.2118,-0.2604,-0.3211
"Gene2158",-0.1488,-0.2361,0.5223,-0.5006,0.1108,-0.0332,-0.6446,0.2931,0.1617,0.4871,-0.3228,0.8693,-0.1838,-0.1828,-0.4368,0.1841,-0.1674,0.3037,-0.562,-0.6445,-0.393,0.0363,0.4955,-0.1103,0.1907,-0.08,-0.3378,0.0504,-0.375,-0.5773,0.242,-0.1346,-0.5001,-0.1991,-0.4381,0.0652,0.0576,-0.2744,-0.181,0.5791,0.5662,-0.6114,-0.3607,0.1712,0.5237,0.0022,0.5141,0.3548,0.3912,-0.2624,-0.2767,-0.5302,0.1146,0.2907,-0.328,-0.0938,0.2607,-0.3667,-0.2409,-0.8602
"Gene2159",0.1837,0.1928,-0.1413,0.2813,0.0989,0.1831,0.0363,-0.3725,0.1766,-0.5868,0.2931,0.1755,0.4988,0.0682,-0.0442,-0.1664,0.3435,0.0047,0.28,0.2228,-0.1063,-0.3763,-0.3587,0.1588,-0.2754,0.1302,0.6055,-0.4091,0.0546,-0.231,-0.4366,-0.019,-0.4461,-0.0152,-0.1374,-0.2181,0.2129,0.2897,0.1634,0.0911,-0.4977,-0.3701,0.1307,-0.0925,-0.2661,-0.0999,-0.7078,-0.2972,-0.4623,0.239,-0.354,0.0696,-0.2298,-0.118,0.3336,-0.2211,-0.14,0.1016,-0.1775,-0.3515
"Gene2160",-0.0212,0.0348,0.0885,-0.4049,0.0819,-0.3267,-0.0025,-0.0528,-0.1464,0.3092,-0.0834,0.5037,-0.3405,0.2038,0.0577,0.1532,-0.2016,-0.004,-0.2748,-0.2017,-0.3258,0.3793,0.2164,-0.4384,0.3492,-0.3368,-0.2683,0.1227,0.0673,-0.296,0.4599,-0.2381,0.4518,-0.0904,-0.1074,0.7761,-0.0913,-0.2854,-0.3671,-0.0534,0.2276,-0.0999,-0.4246,-0.0289,0.1929,-0.4738,0.0609,0.034,-0.0638,-0.3837,-0.0514,-0.4759,0.2296,0.171,0.2588,0.1314,-0.1672,-0.2046,0.2552,-0.6069
"Gene2161",-0.1644,0.0182,-0.2842,0.5342,-1.1735,0.2568,-0.7634,0.9914,-0.4487,-0.0329,0.4104,-0.3252,-0.1742,-0.1428,-0.4766,-0.0402,-0.347,0.4246,0.2304,-0.079,0.5011,0.2501,-0.011,-0.172,0.3011,-0.4204,0.5401,-0.0448,-0.0237,0.1002,0.2651,-0.0864,-0.0126,-0.0463,0.603,-0.1195,-0.3979,0.6684,-0.1802,0.1711,-0.2535,-0.5541,-0.1184,-0.1671,0.4632,0.0339,-0.3005,-0.3798,0.2284,0.0549,0.4907,0.1787,-0.3164,0.2196,0.363,0.4371,-0.5007,0.7177,0.4625,0.2986
"Gene2162",0.343,0.0957,-0.5935,0.1193,-0.5097,0.0723,0.2154,-0.4469,0.1591,-0.1612,0.3019,-0.0035,0.8277,-0.3969,-0.0238,-0.4476,0.1168,-0.0414,0.1235,0.2933,0.1253,-0.1827,-0.5693,-0.28,-0.4682,0.5264,0.7206,-0.673,0.4573,-0.2899,-0.2476,0.4772,-0.8057,-0.2846,0.1916,-0.3512,0.6393,-0.4835,-0.3535,0.4214,-0.0705,0.3351,0.4404,0,-0.1653,0.4401,-0.2342,-0.4268,-0.3255,-0.2525,-0.5104,0.4075,-0.4016,-0.4987,-0.0051,0.151,0.233,-0.2274,-0.7927,0.4499
"Gene2163",0.0362,-0.4054,-0.346,0.1519,0.0949,-0.0868,-0.2014,0.3389,0.1811,0.0538,0.0655,0.1597,-0.0975,0.1508,0.0431,-0.2979,-0.2942,-0.012,-0.1098,0.482,-0.4133,-0.1624,0.3887,-0.1019,0.1731,0.2339,-0.1932,-0.4403,0.1312,0.1602,-0.3857,-0.0358,0.1102,0.3918,0.1598,0.3145,-0.0491,0.2671,-0.2438,-0.0015,0.1129,0.0832,0.4905,0.2171,0.4438,0.1004,0.2718,-0.0942,0.1494,-0.1417,-0.011,0.0764,-0.4582,0.3521,-0.7126,-0.1034,-0.1617,0.1071,0.5388,0.0063
"Gene2164",0.0882,0.0811,0.4852,-0.1066,-0.1475,-0.305,0.2501,0.0176,0.2253,-0.265,-0.2918,-0.1799,0.2575,0.0156,-0.067,0.262,-0.0092,-0.3741,0.1272,0.2171,-0.053,0.2201,0.6842,0.1381,-0.0171,-0.1007,0.4093,-0.229,0.1734,-0.7123,-0.269,-0.0535,-0.0345,-0.2795,-0.7048,0.2975,0.4491,0.2751,-0.3506,0.4187,0.2018,-0.2621,0.3694,-0.3531,-0.116,-0.0034,0.2702,-0.2417,0.1931,-0.3939,-0.1884,0.1341,0.0347,0.2271,-0.2094,0.7446,0.2293,0.0706,-0.1269,-0.0821
"Gene2165",0.4627,-0.0128,-0.7882,-0.44,-0.2281,0.0018,0.1971,-0.8613,0.4682,0.5706,0.4107,-0.2715,-0.313,0.5913,-0.7645,1.3081,0.4225,0.3355,0.0252,0.1219,1.0088,-0.7937,-0.49,-0.0222,-0.9369,-1.0178,0.056,-0.0349,-1.2612,-0.1676,0.6311,0.0045,-0.5154,-0.9468,-0.0192,-0.9167,0.5506,-0.2682,0.223,-0.3889,-0.8809,0.7939,0.5835,0.3792,1.0878,-1.0562,0.0581,0.5658,-0.937,0.3356,-0.7076,-1.3141,0.5163,0.3251,-0.4053,-0.8155,-0.1481,-0.0484,-0.1509,-0.2848
"Gene2166",-0.2446,0.2137,-0.1926,0.3919,0.5185,0.2616,-0.0665,0.4073,0.3826,-0.5635,-0.0817,-1.2641,0.2635,-0.2687,-0.8196,0.1766,0.2225,0.4399,0.2562,-0.2171,0.1093,-0.6634,0.6396,0.455,0.2409,0.5182,-0.4403,-0.5506,-0.4431,0.6469,-0.4528,0.4656,0.4523,0.6588,0.1923,-0.5935,0.8303,0.2419,0.1238,-0.2764,0.9462,0.8366,1.0389,0.6777,-1.1326,0.0596,-0.5916,-0.565,-0.6291,0.0183,-0.7364,-0.3706,-0.249,-0.1877,-0.1591,0.9536,-1.3037,0.1053,0.3972,0.1944
"Gene2167",-0.6427,0.2004,-0.1242,0.1449,0.2952,0.5271,-0.5855,0.3951,-0.1728,0.4961,0.3207,-0.3761,-0.0865,0.3182,-0.264,-0.0909,0.4541,0.0951,0.0569,0.3114,0.1521,0.2913,0.2411,0.0545,-0.0557,-0.5519,-0.0828,-0.3292,0.0083,-0.3838,0.0273,0.5806,0.1363,-0.1526,0.0533,-0.4802,-0.2777,-0.0982,-0.3056,-0.6869,-0.2717,-0.1126,-0.1866,-0.6876,0.0202,-0.351,-0.351,-0.0821,-0.3673,-0.018,-0.1311,-0.0405,0.6292,-0.6342,-0.3442,-0.1224,-0.5875,-0.3145,0.0049,-0.4769
"Gene2168",2e-04,-0.1849,-0.1412,-0.5878,-0.6244,-0.2065,0.3271,0.3042,2e-04,0.0876,0.3361,0.4728,0.3862,-0.2925,-0.2639,0.1784,-0.3462,-0.1663,-0.3892,-0.1042,-0.1842,-0.3538,-0.1529,-0.3251,-0.4501,-0.1501,0.0658,-0.1557,-0.0168,-0.0915,-0.3494,0.0397,-0.0032,-0.2181,-0.1444,-0.3917,-0.2987,0.002,-0.7538,0.4837,-0.7922,-0.1947,-0.0673,-0.269,-0.3645,0.1276,-0.2321,-0.2424,-0.3417,-0.1383,0.2545,0.1624,-0.1505,-0.724,0.2799,-0.7281,0.1285,-0.4717,-0.6612,-0.0178
"Gene2169",-0.2284,0.3558,0.4083,0.1664,0.4841,-0.0745,-0.0757,0.0714,-0.3391,0.0166,-0.6895,-0.3248,0.4262,0.2571,-0.289,-0.3007,-0.2846,-0.1298,0.4571,0.8417,0.2371,0.2648,0.0961,0.1541,-0.0236,0.2301,-0.7039,0.8524,-0.0856,0.1597,0.3308,0.2832,0.008,0.1299,0.5646,-0.1395,0.1374,0.2985,0.5183,-0.6674,-0.5893,0.5451,0.2692,-0.5372,-0.3098,0.5656,0.1132,0.0702,0.1482,-0.0546,-0.4479,-0.2613,0.1205,0.3873,-0.1088,0.2435,-0.402,0.1926,0.6796,0.5705
"Gene2170",-0.6343,-0.2549,-0.1949,0.2496,0.2876,0.5383,0.6596,0.2509,-0.5868,-0.7214,0.2591,-0.5675,0.1034,-0.4313,0.2346,-0.0973,-0.1369,0.2083,-0.5844,-0.7473,-0.1147,0.223,-0.044,-0.5001,0.2268,0.1849,-0.6223,-0.2995,0.0977,-0.1068,0.0784,-0.3376,-0.1286,0.1745,0.4673,-0.3774,-0.7378,-0.0667,0.1983,-0.2618,0.387,0.0284,-0.2493,-0.1201,0.036,-0.7067,0.252,0.1856,-0.1614,-0.1257,-0.3841,0.9845,-0.0871,-0.7524,0.0213,-0.3198,-0.1798,-0.3757,-0.3099,0.8835
"Gene2171",0.5898,-0.7367,-0.4698,-0.6723,-0.1724,0.0348,-0.2666,-0.6917,0.4302,0.7058,-0.1134,0.6064,0.0341,0.0263,-0.1666,0.3286,-1.0095,-0.5837,-0.1987,0.3649,0.1537,-0.1522,0.1222,0.3321,-0.6549,-0.4154,-0.1148,-0.8595,-0.7836,0.4604,-0.2215,-0.3949,-0.419,0.0152,-0.7605,-0.0772,-0.7267,0.079,0.2867,0.0235,0.047,-0.5916,0.6356,0.2497,0.0024,-0.4829,-0.2284,-0.5942,-0.2662,-0.4824,0.0129,-0.4048,-0.2778,0.3121,0.3074,-0.2711,0.3788,0.1912,-1.1311,-0.0021
"Gene2172",0.6095,-0.0171,-0.068,-0.2833,0.1846,0.1096,0.1163,-0.5726,-0.2043,0.1706,0.1601,0.1491,0.2873,0.0336,0.0237,-0.494,-0.1858,-0.0884,-0.0407,-0.3178,-0.0442,-0.3174,-0.0709,0.1811,0.1112,0.515,-0.2647,0.0044,-0.2126,-0.0785,-0.1763,-0.3228,-0.1578,0.1365,0.2236,0.1666,0.0281,0.0532,-0.402,-0.6704,0.2301,-0.1059,-0.0442,-0.1447,0.1504,0.3155,-0.1278,0.0711,0.1509,-0.2613,-0.0063,0.1354,0.0326,-0.081,0.0208,-0.222,0.278,-0.0427,-0.199,-0.0784
"Gene2173",0.0705,0.1304,1.0242,-0.9738,0.415,0.7565,1.1372,1.3739,-0.798,0.8161,-0.0748,0.3554,0.6636,-1.1319,-0.2965,0.2141,-1.274,0.8953,0.324,0.7595,0.98,0.972,0.6908,0.1175,0.1735,0.0907,-0.558,-0.548,-0.5643,0.5375,0.821,0.7108,-1.1888,-0.0919,-0.5176,-0.7639,0.3767,-0.5064,-1.3839,0.3414,-0.2287,-0.6225,-0.2653,-0.5101,1.3334,0.0483,-1.4048,0.9179,-0.0043,0.9023,-0.4091,0.5385,-0.2408,1.0341,0.8886,0.3865,-0.1519,0.0424,1.723,-0.8733
"Gene2174",-0.1889,0.0822,-0.4537,0.0965,0.7551,0.5227,0.3268,0.1516,-0.3845,-0.4917,0.1781,0.0521,0.1068,0.3501,-0.9147,-0.3326,0.4555,-0.0594,0.1718,0.6899,0.6835,0.8405,0.0247,0.9894,0.7326,0.132,-0.303,0.9047,-0.4619,0.1461,0.8152,0.347,0.1539,-0.2818,0.6078,-0.0122,-0.0425,0.2524,0.2188,0.2037,0.2024,-0.3427,-0.0094,-0.268,0.0209,0.1458,0.1826,-0.2969,0.5742,0.3231,-0.6469,-0.1509,-0.0771,-0.107,-0.1058,0.3756,-0.6748,-0.0289,-0.1499,0.8458
"Gene2175",0.3643,0.3808,0.4354,0.1534,0.2907,-0.2965,0.2471,0.5097,0.1237,-0.6114,-0.3476,-0.5936,0.2798,0.2736,0.0967,-0.3965,0.4184,-0.6833,-0.0274,0.0213,1.1277,-0.1757,0.1722,0.4429,0.2785,0.3831,0.2424,0.0858,-0.2241,0.2056,0.4907,-0.1428,0.2973,1.0603,0.3059,0.4791,0.9698,0.7493,0.2781,0.0303,-0.1558,0.1592,-0.1795,0.0816,-0.4331,0.198,0.1948,0.4035,0.1237,-0.1322,-0.3368,-0.0673,0.0848,0.1346,0.2599,0.9835,-0.2837,0.558,0.2736,0.408
"Gene2176",0.3978,0.4424,0.3185,0.7967,-0.2753,-0.0691,0.4966,-0.6564,-0.0364,0.1488,-0.0221,-0.6383,-0.1867,-0.2698,0.214,0.2838,-0.0798,-0.4981,0.3712,0.5516,0.3086,0.0404,-0.3312,-0.2927,0.1942,-0.3043,-0.2339,0.4167,0.211,-0.3854,0.5085,0.2998,0.3537,0.5774,0.1177,0.2263,-0.0789,-0.2369,0.6351,0.2214,0.8493,0.0342,0.2657,0.5708,0.1038,0.6949,0.5264,-0.1492,0.4978,-0.0611,-0.0662,0.0121,0.0778,0.1152,0.1712,-0.3171,-0.3079,0.1102,0.0554,-0.3349
"Gene2177",-0.4742,-0.1217,-0.5402,-0.4018,-0.0739,0.4046,0.0089,-0.0831,0.1446,-0.554,0.2751,0.8131,-0.8464,-0.1152,0.4824,0.0557,-0.2957,1.0734,0.2912,-0.5303,-0.6804,0.1554,0.3308,0.7856,-0.3034,0.2398,-0.3615,0.2934,-0.1446,-0.6024,0.3039,0.5964,-0.161,-0.2719,-0.1165,0.3818,0.042,-0.3079,0.0267,0.1946,-0.0511,-1.0458,-0.2523,0.4214,0.7326,-0.6852,-0.1631,-0.0173,-0.3683,-0.2781,-0.012,0.1639,0.3053,-0.0976,0.1621,-0.2334,0.0079,-0.4162,0.1207,-0.3797
"Gene2178",-0.4091,0.1696,0.0015,-0.296,-0.2838,0.3941,-0.1001,-0.1846,-0.0788,0.0698,-0.0248,0.2821,0.1993,-0.0194,0.1464,-0.728,0.2472,-0.036,0.1863,0.1115,-0.0026,-0.5525,-0.0223,-0.5313,0.2975,-0.2487,-0.0946,-0.7622,0.2676,-0.3689,0.3242,-0.2791,-0.3128,-0.5128,0.4908,-0.0222,-0.1433,-0.1053,-0.2791,0.3212,0.0644,-0.3537,-0.2285,0.0649,-0.0684,0.1884,-0.2735,0.6809,0.1618,-9e-04,0.1114,0.4512,0.1069,-0.729,-0.4852,0.0858,-0.5502,-0.1352,0.5386,-0.2831
"Gene2179",0.764,-0.6603,-1.5424,-0.4734,0.0063,0.5412,1.8349,-0.8754,0.8423,0.4037,0.6406,-0.1191,0.3111,-0.5668,-0.5958,-0.8764,-0.3817,-0.2734,-0.7312,0.9012,0.3275,-0.6232,-0.1904,-1.1457,0.2231,-0.5199,0.464,-0.5011,-0.6393,-0.5336,0.1172,-1.3781,-0.0407,-1.4056,-0.0045,-0.0138,0.9845,0.3907,-0.0159,-0.81,-0.6451,0.1841,0.2839,0.6756,-0.0145,-1.4193,-0.0814,-1.045,-0.5688,0.3651,0.6168,0.3073,-0.0349,-1.0363,1.1542,-0.2375,-0.541,-1.1099,0.6145,-0.636
"Gene2180",-0.1898,-0.2503,0.5457,0.1884,-0.1741,-0.0423,0.2426,-0.0489,-0.413,-0.0283,0.3078,-0.0177,-0.0307,-0.0954,0.0222,-0.0732,-0.0606,0.0894,-0.2697,0.0435,0.1028,0.2751,-0.2756,0.0754,-0.0404,-0.4147,-0.2933,0.2431,0.0702,0.3187,0.009,0.0616,-0.21,-0.3972,-0.1462,-0.4312,0.1792,-0.0299,-0.3427,0.3921,-0.0633,0.068,0.0974,-0.1565,-0.2699,-0.4646,-0.0919,-0.1921,0.0081,0.1074,0.3659,-0.1779,0.005,0.1195,0.1452,-0.2656,-0.0468,-0.0043,-0.0358,0.0255
"Gene2181",-0.0312,0.0987,-0.6425,-0.0691,0.106,0.0191,0.1026,-0.8214,0.0925,-0.5305,0.1928,-0.411,0.6319,-0.4934,-0.0967,-0.8735,0.5579,-0.0542,0.2415,0.3319,0.1189,0.2319,0.3123,-0.1594,0.2348,0.3011,-0.2894,-0.0763,0.3617,0.4295,-0.5611,0.127,-0.6234,0.0939,-0.0156,-0.3812,-0.6269,-0.5373,-0.816,-0.1033,-0.047,0.1153,-0.0169,-0.394,-0.683,0.4026,-0.3823,-0.2005,-0.1099,0.0605,-0.24,-0.2244,0.2049,-0.0031,0.0793,0.6543,-0.6239,0.3399,-0.7983,0.078
"Gene2182",-0.3143,0.0997,-0.414,0.5458,0.0386,0.0326,-0.5916,0.4073,0.1234,0.5122,-0.2584,0.3049,0.031,-1.0357,0.3407,-0.6211,0.1745,-0.1636,-0.1388,0.247,0.5511,-0.1786,0.2367,0.5097,0.3296,0.1917,0.1027,0.1071,0.3089,0.106,-0.3955,-0.2905,-0.029,0.3116,0.1669,-0.1443,0.2304,0.4835,-0.6437,-0.132,0.0468,0.1167,-0.0999,-0.3006,0.5098,0.0427,0.0825,-0.2512,-0.3994,0.0201,-0.0636,0.0269,0.0806,0.1338,-0.0656,0.1066,0.4081,0.3348,0.0022,-0.0136
"Gene2183",0.1051,-0.3644,0.5377,0.2748,-0.0137,-0.2217,-0.2777,0.1441,-0.1551,0.4813,-0.746,-0.5173,0.0311,0.0666,0.6117,-0.1649,-0.3446,-0.4783,-0.1171,0.5311,-0.276,-0.2871,0.4774,-0.1337,-0.1048,-0.0762,-0.7636,-0.2457,-0.3293,0.6133,-0.2474,-0.7992,-0.2972,-0.2556,0.9159,0.2506,-0.1265,-0.0823,0.8371,-0.2529,0.3957,0.1341,0.061,0.0992,-0.1887,-0.3303,0.2382,0.0014,0.1654,-0.2581,-0.0489,-0.2965,0.1676,-0.0448,-0.0198,-0.0197,-0.3962,0.1927,-0.0081,-0.047
"Gene2184",0.5751,-0.0475,0.3798,-0.3136,0.6531,0.109,-0.2371,-0.2192,0.893,0.0312,-0.1317,-0.2585,0.0439,0.0115,-0.0235,-0.0061,0.8008,7e-04,0.2183,-0.3468,-0.4736,0.2042,0.3332,-0.099,0.4065,0.0529,0.0624,-0.0357,0.157,-0.0573,0.6741,0.0632,-0.0035,0.2519,-0.1631,0.4999,0.0548,-0.2648,0.4299,-0.6096,0.1336,0.283,0.2589,0.5293,0.1735,-0.516,0.2941,0.0104,-0.0498,0.0611,-0.0694,0.235,0.0396,-0.4891,0.382,0.8238,-0.1762,-0.0738,-0.2386,0.0565
"Gene2185",-0.3463,0.371,-0.3567,-0.2216,-0.6649,-0.1093,-0.5919,-0.2742,-0.4785,-0.1285,-0.04,0.1164,-0.6445,0.4924,0.1138,-0.012,0.0707,0.2597,-0.2871,0.0339,-0.7373,0.2235,-0.3234,-0.2717,0.0947,-0.1736,-0.277,0.1606,0.0779,0.4464,-0.3229,0.1854,-0.4417,0.363,0.142,-0.1469,0.3625,0.4267,-0.0567,-0.0638,0.0593,-0.4313,-0.3598,0.0698,-0.0857,-0.3519,0.045,0.2318,-0.4105,-0.0476,-0.2238,0.0192,0.0573,0.1269,0.6101,-0.5867,-0.0915,-0.2678,-0.4039,-0.1321
"Gene2186",-0.7939,-0.4467,-0.0424,-0.1799,0.1675,0.0308,-0.1517,0.2405,0.5933,0.1013,-0.3652,0.5368,-0.206,0.0736,-0.1368,0.1784,-0.0735,0.9736,-0.5442,-0.3173,-0.4218,0.1995,-0.0563,0.1868,-0.2997,-0.347,-0.0453,0.8331,0.5557,0.129,0.1671,-0.2872,0.0639,-0.3618,-0.589,0.4321,-0.5062,-0.6331,-0.36,0.1792,0.0063,0.0619,-0.404,0.1804,0.3011,-0.3472,0.5826,0.1632,-0.0592,-0.3567,0.6481,0.0209,0.0628,0.2238,-0.1978,0.1832,0.1052,-0.2139,0.0604,-0.2289
"Gene2187",0.0629,-0.0469,-0.2854,0.1554,0.3751,0.2718,0.0788,0.3751,0.9288,0.6385,-0.7451,0.4545,-0.0052,0.261,0.3937,0.2229,0.4605,-0.2889,-0.062,-0.0728,-0.9734,0.3201,-0.627,0.3463,0.1705,-0.151,0.1127,-0.101,0.2705,0.6327,-1.039,0.1556,0.274,0.2859,0.1475,-0.5957,-0.0816,0.466,0.281,-0.2322,0.2132,-0.2852,-0.4043,-0.1521,-0.1487,-0.2271,-0.3905,-0.1893,0.3019,0.1303,-0.5131,0.2338,0.2161,1.3127,0.192,-0.9083,0.4401,-0.4049,0.7687,-0.7779
"Gene2188",-0.6047,0.2988,0.632,0.0306,0.5505,-0.3992,-0.8141,0.2266,-0.3905,1.2344,-0.5587,0.3381,0.1014,-0.8849,0.2193,0.1718,-0.0133,0.1532,-0.3154,-0.1362,-0.3272,-0.4137,-0.3444,1.3308,-0.167,-0.34,-1.2999,-0.6249,0.59,-0.6163,-0.2864,0.2371,-0.6304,-0.6254,-0.7717,0.8492,-0.7456,1.0673,-0.7908,0.3007,0.7924,-0.4642,-0.2746,-0.4559,0.544,-0.2443,0.0018,0.6572,0.3842,-0.6982,1.0972,-0.8394,0.894,-0.4862,0.202,0.2596,0.0628,-0.0547,-0.2012,0.3252
"Gene2189",-0.0073,-0.0914,-0.6066,-0.0752,-0.3513,0.5966,-0.3067,-0.3958,-0.1068,-0.2678,0.4314,0.0697,0.2396,-0.0751,-0.4227,0.254,0.1013,-0.4218,0.0409,0.1295,-0.115,-0.3208,-0.2117,-0.0148,-0.5046,-0.3751,0.1366,-0.317,-0.1243,0.0066,-0.0077,0.1039,-0.0638,-0.0615,-0.4176,-0.006,0.122,0.2719,-0.0154,-0.1921,0.0716,0.2444,-0.2306,0.1026,-0.4369,-0.5254,-0.2474,-0.2115,0.0046,-0.3541,-0.115,-0.0223,0.0428,-0.3996,0.199,-0.3252,-0.5646,0.3598,-0.1372,0.187
"Gene2190",0.4659,-0.1724,0.1094,-0.0182,-0.0287,0.3357,0.3161,0.1121,-0.0063,-0.0207,-0.096,-0.1529,-0.06,-0.0843,0.49,-0.095,-0.4237,-0.1539,-0.3094,0.5746,0.0445,0.0546,0.3931,0.1569,-0.43,0.214,-0.7828,-0.2351,-0.0274,0.2995,-0.4695,0.1504,-0.2211,-0.1508,-0.2846,0.0517,0.0607,-0.1349,0.3487,0.1299,0.104,-0.1786,0.0356,-0.1967,-0.5875,-0.1179,0.1707,-0.0513,-0.131,-0.7528,0.5247,-0.2496,0.3792,0.131,-0.5508,-0.155,-0.3469,-0.1797,-0.0773,-0.2188
"Gene2191",-0.0283,-0.3616,0.1462,-0.0988,0.4027,-0.067,0.2535,-0.0502,0.2331,0.0332,-0.2887,0.1516,-0.052,-0.3649,0.3951,-0.0714,0.1267,-0.1778,0.0274,0.1098,-0.0115,-0.2607,0.0983,-0.1778,0.1391,-0.2713,-0.2357,0.3293,0.0231,-0.4728,-0.4312,0.5162,0.2426,-0.0706,-0.1359,0.2453,-0.4243,0.2219,0.3494,-0.2865,0.2619,-0.1238,0.4489,-0.3565,0.3199,0.193,-0.1935,0.3966,0.4101,0.0663,0.016,0.1748,-0.0832,-0.0781,-0.2225,0.0225,0.1203,0.1864,-0.1336,0.3755
